Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.6582278481012658,0.593617527982853,0.593617527982853,0.593617527982853,0.6274827339842819,0.6923076923076923,0.5666666666666667,0.7178571428571429,0.5871428571428571,0.8457142857142856
2,0.8291139240506329,0.7916483516483517,0.8001305024343723,0.7848059061681353,0.90254822576804,0.6666666666666666,0.5764411027568923,0.6294642857142857,0.5828571428571429,0.8485714285714286
3,0.8006329113924051,0.7577129504545619,0.7641547049441786,0.7524410573946178,0.8670635865682306,0.9487179487179487,0.9423076923076923,0.962962962962963,0.9285714285714286,0.9971428571428571
4,0.9367088607594937,0.923330745341615,0.9320397960698906,0.9157418432960229,0.979471302691117,0.9487179487179487,0.9458333333333333,0.9375,0.96,0.9742857142857143
5,0.939873417721519,0.9282907544758561,0.9296051370519456,0.9270064301024054,0.9654679685639438,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.9942857142857143
6,0.9746835443037974,0.9697143952463101,0.972660205410097,0.9668968802095737,0.995046439628483,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.98
7,0.9493670886075949,0.9401515151515151,0.9376265122628631,0.9427959037866158,0.9807096927839962,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.9885714285714285
8,0.9715189873417721,0.966032462646458,0.967462142994058,0.9646344367706596,0.9929507025482258,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.9857142857142857
9,0.9462025316455697,0.9362230057817194,0.9349431818181818,0.937532745891879,0.9812336270540607,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.9828571428571428
10,0.9462025316455697,0.9362230057817194,0.9349431818181818,0.937532745891879,0.9823767563705644,0.9487179487179487,0.9442857142857143,0.9442857142857143,0.9442857142857143,0.9828571428571428
