Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.6708860759493671,0.5683740478066719,0.5838877899658335,0.5666587282686354,0.6722552988806859,0.7692307692307693,0.752990851513019,0.75,0.7571428571428571,0.7857142857142857
2,0.8449367088607594,0.8050045965720907,0.8281081663434604,0.7901166944510598,0.9053584186711122,0.717948717948718,0.7111111111111112,0.7144736842105264,0.7328571428571429,0.8285714285714286
3,0.8987341772151899,0.8748700688016631,0.8925487357153937,0.8615860919266491,0.9609907120743033,0.9487179487179487,0.9458333333333333,0.9375,0.96,0.9771428571428571
4,0.9493670886075949,0.939795189330793,0.939795189330793,0.939795189330793,0.9884734460585854,0.8974358974358975,0.8846153846153846,0.9027777777777777,0.8728571428571428,0.98
5,0.939873417721519,0.9278495463558252,0.9319681677018633,0.9240057156465825,0.9685163134079543,0.9743589743589743,0.9725545390570021,0.9666666666666667,0.98,0.9742857142857143
6,0.9651898734177216,0.9587325331528773,0.9573863636363636,0.9601095498928316,0.9955227435103596,0.9743589743589743,0.9725545390570021,0.9666666666666667,0.98,0.9742857142857143
7,0.939873417721519,0.9282907544758561,0.9296051370519456,0.9270064301024054,0.979757085020243,0.9487179487179487,0.9458333333333333,0.9375,0.96,0.9714285714285714
8,0.9841772151898734,0.9813518713043068,0.9772982587530425,0.9856870683496071,0.991521790902596,0.9743589743589743,0.9725545390570021,0.9666666666666667,0.98,0.9742857142857143
9,0.939873417721519,0.9287198299913333,0.9274621212121212,0.9300071445582282,0.9792331507501785,0.9743589743589743,0.9725545390570021,0.9666666666666667,0.98,0.9657142857142856
10,0.9367088607594937,0.9247439866634913,0.9247439866634913,0.9247439866634913,0.9820433436532507,0.9743589743589743,0.9725545390570021,0.9666666666666667,0.98,0.9742857142857143
