Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.6677215189873418,0.7912524850894631,0.7056737588652482,0.9004524886877828,0.5875208382948321,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5457142857142857
2,0.6962025316455697,0.8208955223880596,0.6984126984126984,0.995475113122172,0.4502976899261729,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.72
3,0.7025316455696202,0.8192307692307693,0.7123745819397993,0.9638009049773756,0.5458442486306263,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.3942857142857143
4,0.6962025316455697,0.8208955223880596,0.6984126984126984,0.995475113122172,0.4614432007620863,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.6571428571428571
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.49549892831626574,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.3742857142857143
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4844486782567278,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.36
7,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.44143843772326746,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.6571428571428571
8,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5384139080733508,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.48
9,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4060490592998333,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.537142857142857
10,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4867349368897356,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.16857142857142854
1,0.6677215189873418,0.7912524850894631,0.7056737588652482,0.9004524886877828,0.5875208382948321,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5457142857142857
2,0.6962025316455697,0.8208955223880596,0.6984126984126984,0.995475113122172,0.4502976899261729,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.72
3,0.7025316455696202,0.8192307692307693,0.7123745819397993,0.9638009049773756,0.5458442486306263,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.3942857142857143
4,0.6962025316455697,0.8208955223880596,0.6984126984126984,0.995475113122172,0.4614432007620863,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.6571428571428571
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.49549892831626574,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.3742857142857143
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4844486782567278,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.36
7,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.44143843772326746,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.6571428571428571
8,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5384139080733508,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.48
9,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4060490592998333,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.537142857142857
10,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4867349368897356,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.16857142857142854
1,0.6677215189873418,0.7878787878787877,0.7116788321167883,0.8823529411764706,0.5755179804715409,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.6085714285714285
2,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.49087878066206236,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5742857142857143
3,0.6708860759493671,0.8007662835249042,0.6943521594684385,0.9457013574660633,0.5362229102167183,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5771428571428572
4,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.47292212431531316,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.3685714285714286
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.42171945701357466,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.40285714285714286
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.46596808763991426,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.4257142857142857
1,0.6677215189873418,0.7878787878787877,0.7116788321167883,0.8823529411764706,0.5755179804715409,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.6085714285714285
2,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.49087878066206236,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5742857142857143
3,0.6708860759493671,0.8007662835249042,0.6943521594684385,0.9457013574660633,0.5362229102167183,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5771428571428572
4,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.47292212431531316,0.6666666666666666,0.7936507936507937,0.6578947368421053,1.0,0.3685714285714286
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.42171945701357466,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.40285714285714286
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.46596808763991426,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.4257142857142857
7,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.524505834722553,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5942857142857143
8,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.49640390569183135,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.4457142857142858
9,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5434627292212431,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.5485714285714286
10,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5471302691116933,0.6410256410256411,0.7812500000000001,0.6410256410256411,1.0,0.4885714285714286
