Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.689873417721519,0.8136882129277567,0.7016393442622951,0.9683257918552036,0.5023100738271017,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.21296296296296297
2,0.6962025316455697,0.8208955223880596,0.6984126984126984,0.995475113122172,0.480447725648964,0.6666666666666666,0.7999999999999999,0.6842105263157895,0.9629629629629629,0.5401234567901234
3,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4673017385091689,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.5123456790123457
4,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4585853774708264,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.5092592592592593
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4969754703500834,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.3827160493827161
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.515027387473208,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.47530864197530864
7,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5015003572279114,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.48148148148148145
8,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5535127411288401,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.5493827160493827
9,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.48935460824005717,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.5092592592592592
10,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4565849011669445,0.6923076923076923,0.8181818181818181,0.6923076923076923,1.0,0.6512345679012346
