Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.629746835443038,0.5042306402950051,0.5136525273050546,0.5102405334603477,0.5803762800666826,0.6923076923076923,0.40909090909090906,0.34615384615384615,0.5,0.8858024691358024
2,0.8259493670886076,0.7811276083972445,0.8025748761042879,0.7675398904501072,0.8972612526792093,0.6923076923076923,0.6657142857142857,0.6630434782608696,0.6851851851851851,0.8271604938271605
3,0.9082278481012658,0.8891831428744181,0.8957227138643068,0.8833769945225054,0.9493212669683259,0.8974358974358975,0.8846153846153846,0.8728571428571428,0.9027777777777777,0.9722222222222222
4,0.9145569620253164,0.8974704079793308,0.9013004658385093,0.893903310311979,0.9727554179566563,0.8717948717948718,0.8458498023715415,0.8555194805194806,0.837962962962963,0.962962962962963
5,0.9367088607594937,0.9247439866634913,0.9247439866634913,0.9247439866634913,0.9711359847582758,1.0,1.0,1.0,1.0,1.0
6,0.9683544303797469,0.962594696969697,0.9599397448571294,0.9653727077875685,0.989092641105025,0.9743589743589743,0.9691699604743083,0.9821428571428572,0.9583333333333333,1.0
7,0.9367088607594937,0.9251893939393938,0.9227510238666854,0.9277447011193141,0.9785186949273637,0.9487179487179487,0.9366883116883117,0.9655172413793103,0.9166666666666667,1.0
8,0.9715189873417721,0.966032462646458,0.967462142994058,0.9646344367706596,0.9923315075017861,0.9743589743589743,0.9691699604743083,0.9821428571428572,0.9583333333333333,1.0
9,0.9367088607594937,0.9256225580191122,0.9209607596704371,0.9307454155751369,0.9755656108597285,0.9743589743589743,0.9691699604743083,0.9821428571428572,0.9583333333333333,1.0
10,0.9367088607594937,0.9251893939393938,0.9227510238666854,0.9277447011193141,0.9783281733746131,0.9743589743589743,0.9691699604743083,0.9821428571428572,0.9583333333333333,1.0
