Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.7151898734177216,0.6378915202444615,0.6525587828492393,0.6313407954274828,0.6669206954036676,0.7948717948717948,0.711111111111111,0.7633928571428572,0.6915584415584416,0.8409090909090909
2,0.8227848101265823,0.7779450885910757,0.7974683544303798,0.7652774470111932,0.8928792569659444,0.7692307692307693,0.6615236258437801,0.7272727272727273,0.6461038961038961,0.9025974025974026
3,0.9113924050632911,0.8933410482665509,0.8985103785103785,0.8886401524172423,0.9672302929268873,0.7692307692307693,0.6615236258437801,0.7272727272727273,0.6461038961038961,0.8928571428571428
4,0.9651898734177216,0.9582286847323199,0.9626358695652174,0.9541081209811859,0.9966658728268636,0.717948717948718,0.5863066538090647,0.6287878787878788,0.5827922077922079,0.8798701298701299
5,0.9620253164556962,0.9542890206856647,0.9602442002442002,0.9488449630864491,0.9906644439152179,0.7948717948717948,0.7310344827586206,0.75,0.7191558441558441,0.8896103896103896
6,0.9936708860759493,0.9924285988115775,0.9955156950672646,0.9894736842105263,0.9998571088354371,0.8717948717948718,0.8458498023715415,0.837962962962963,0.8555194805194806,0.9025974025974025
7,0.9968354430379747,0.9962258291829398,0.9977477477477478,0.9947368421052631,0.9999047392236247,0.8205128205128205,0.784189723320158,0.7777777777777777,0.7922077922077921,0.8668831168831168
8,1.0,1.0,1.0,1.0,1.0,0.7948717948717948,0.7467532467532467,0.7467532467532467,0.7467532467532467,0.87012987012987
9,1.0,1.0,1.0,1.0,1.0,0.8205128205128205,0.784189723320158,0.7777777777777777,0.7922077922077921,0.8798701298701298
10,1.0,1.0,1.0,1.0,1.0,0.8205128205128205,0.784189723320158,0.7777777777777777,0.7922077922077921,0.8863636363636364
