Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.6234177215189873,0.5611879339518058,0.5603353490929082,0.5627292212431532,0.5882829245058347,0.7435897435897436,0.4264705882352941,0.3717948717948718,0.5,0.8103448275862069
2,0.7658227848101266,0.6877637130801688,0.7285902503293807,0.6735413193617528,0.8162419623719933,0.7435897435897436,0.6834415584415585,0.6759259259259259,0.6965517241379311,0.8137931034482759
3,0.870253164556962,0.8452589965005315,0.8463197239792984,0.8442248154322458,0.9459395094070017,0.8717948717948718,0.837092731829574,0.827922077922078,0.8482758620689655,0.8827586206896552
4,0.9493670886075949,0.9390520275808862,0.9448107448107448,0.9337937604191474,0.9842819718980709,0.8717948717948718,0.8119575699132111,0.8660714285714286,0.7827586206896552,0.8758620689655173
5,0.9430379746835443,0.9318573893041977,0.9345677226481508,0.9292688735413194,0.9767087401762324,0.8974358974358975,0.8655172413793104,0.8655172413793104,0.8655172413793104,0.9241379310344828
6,0.9810126582278481,0.9774231959990474,0.9774231959990474,0.9774231959990474,0.9959514170040487,0.9230769230769231,0.8956289027653881,0.9111111111111111,0.8827586206896552,0.9517241379310344
7,0.9525316455696202,0.943387437744097,0.9447479394287905,0.942057632769707,0.9798523457966183,0.9230769230769231,0.8956289027653881,0.9111111111111111,0.8827586206896552,0.9655172413793104
8,0.9810126582278481,0.9776867674057337,0.972443327282037,0.983424624910693,0.9929507025482256,0.9230769230769231,0.8956289027653881,0.9111111111111111,0.8827586206896552,0.9655172413793104
9,0.9525316455696202,0.9437261815721052,0.9424242424242424,0.9450583472255298,0.9807573231721838,0.9230769230769231,0.8956289027653881,0.9111111111111111,0.8827586206896552,0.9482758620689655
10,0.9525316455696202,0.9437261815721052,0.9424242424242424,0.9450583472255298,0.9828054298642533,0.9230769230769231,0.8956289027653881,0.9111111111111111,0.8827586206896552,0.9758620689655173
