Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.6360759493670886,0.7704590818363273,0.6892857142857143,0.8733031674208145,0.43943796141938557,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.47931034482758617
2,0.6867088607594937,0.8121442125237192,0.6993464052287581,0.9683257918552036,0.5142653012622053,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.5344827586206896
3,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5120743034055728,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.5103448275862069
4,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4617766134793998,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.7137931034482758
5,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.45496546796856396,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.2517241379310345
6,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.4532984043819957,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.496551724137931
7,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.535841867111217,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.5172413793103449
8,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5173136461062158,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.3655172413793103
9,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5517504167658966,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.47586206896551725
10,0.6993670886075949,0.8230912476722533,0.6993670886075949,1.0,0.5770421528935461,0.7435897435897436,0.8529411764705882,0.7435897435897436,1.0,0.506896551724138
