Epoch,Train_accuracy,Train_f1,Train_precision,Train_recall,Train_roc_auc,Val_accuracy,Val_f1,Val_precision,Val_recall,Val_roc_auc
1,0.5506329113924051,0.4719201619356964,0.472326956197924,0.4716837342224339,0.5234579661824244,0.6666666666666666,0.4,0.3333333333333333,0.5,0.8579881656804734
2,0.7753164556962026,0.7174556399309885,0.734486102133161,0.7073350797809002,0.8203381757561324,0.7692307692307693,0.6868867082961642,0.7954545454545454,0.6730769230769231,0.8994082840236687
3,0.9018987341772152,0.8807793883189114,0.8901515151515151,0.8728506787330317,0.9537508930697786,0.9487179487179487,0.9442857142857144,0.9333333333333333,0.9615384615384616,0.9644970414201184
4,0.9715189873417721,0.9658234693264436,0.9703027950310559,0.9616337223148369,0.9965706120504882,0.7948717948717948,0.7310344827586206,0.8191964285714286,0.7115384615384616,0.8757396449704142
5,0.939873417721519,0.9282907544758561,0.9296051370519456,0.9270064301024054,0.9644677304120028,0.9743589743589743,0.971677559912854,0.9642857142857143,0.9807692307692308,0.9733727810650887
6,0.9746835443037974,0.9695260137904431,0.9756776556776556,0.9638961657537509,0.9909502262443439,0.9743589743589743,0.971677559912854,0.9642857142857143,0.9807692307692308,0.970414201183432
7,0.9493670886075949,0.9390520275808862,0.9448107448107448,0.9337937604191474,0.9813288878304358,0.9743589743589743,0.971677559912854,0.9642857142857143,0.9807692307692308,0.9733727810650887
8,0.9810126582278481,0.9776867674057337,0.972443327282037,0.983424624910693,0.9970945463205525,0.9743589743589743,0.971677559912854,0.9642857142857143,0.9807692307692308,0.9733727810650887
9,0.9493670886075949,0.9394287904926202,0.94218621920054,0.9367944748749703,0.9804715408430578,0.9487179487179487,0.9442857142857144,0.9333333333333333,0.9615384615384616,0.9822485207100592
10,0.9493670886075949,0.9394287904926202,0.94218621920054,0.9367944748749703,0.9857585139318885,0.9487179487179487,0.9442857142857144,0.9333333333333333,0.9615384615384616,0.970414201183432
